Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age
5148525,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,64.01369863013699
5024666,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-4568,1,1,0,Laborers,2,0,39.52054794520548
5069399,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1509,1,1,0,Core staff,1,0,23.002739726027396
5142972,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-926,1,1,0,Laborers,3,0,29.194520547945206
5092020,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-777,1,1,0,Core staff,2,0,36.1945205479452
5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-432,0,0,0,Unknown,1,0,43.11506849315069
5079057,M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-6904,0,1,0,Laborers,2,0,40.73698630136986
5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-2966,0,0,0,Managers,2,0,37.13972602739726
5113373,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,365243,0,1,0,Unknown,3,0,51.9972602739726
5022833,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-1617,0,0,0,Core staff,2,0,47.293150684931504
5022930,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-187,0,0,1,Laborers,2,0,25.07945205479452
5146444,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-919,0,1,0,Managers,1,1,39.43561643835616
5118225,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-3110,0,0,0,Laborers,2,0,57.14520547945205
5115566,M,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,Rented apartment,365243,0,0,0,Unknown,2,0,45.18082191780822
5069141,F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,-413,0,0,1,Core staff,2,0,42.082191780821915
5116302,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,1,62.06849315068493
5115679,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,Unknown,2,0,61.484931506849314
5065606,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,Unknown,2,0,64.35342465753425
5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-932,1,1,0,Core staff,2,0,54.967123287671235
5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-5336,0,0,0,Core staff,2,0,34.83835616438356
5066627,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-583,0,0,0,Unknown,2,0,62.06849315068493
5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-140,0,1,0,Unknown,3,0,33.701369863013696
5025936,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-5488,0,0,0,Core staff,2,0,37.04109589041096
5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-11448,0,1,0,Unknown,2,0,57.605479452054794
5022458,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-1070,0,0,1,Drivers,3,0,23.824657534246576
5069296,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,57.50410958904109
5028383,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-3309,0,0,0,Core staff,1,0,31.07945205479452
5089681,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,-1070,1,0,0,Unknown,2,0,27.473972602739725
5023389,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-2092,0,0,0,Core staff,4,0,37.084931506849315
5118541,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-1039,0,1,0,Laborers,2,1,49.676712328767124
5142547,F,Y,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-1138,0,0,0,Private service staff,1,0,62.06849315068493
5118527,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-523,0,0,0,Unknown,2,0,60.794520547945204
5142529,M,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-164,0,0,0,Unknown,2,0,24.673972602739727
5091824,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-5891,0,0,0,Laborers,1,0,40.104109589041094
5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,53.35342465753425
5096085,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11451,0,0,0,Cooking staff,2,0,49.76712328767123
5142781,M,Y,N,2,157500.0,Working,Secondary / secondary special,Separated,With parents,-1626,0,0,0,Laborers,3,0,38.298630136986304
5056237,F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,-4936,1,0,0,Cleaning staff,2,0,34.87397260273973
5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-2266,0,0,1,Managers,3,0,26.34246575342466
5010526,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,-2625,0,0,0,Managers,3,0,50.61917808219178
5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-1462,0,0,0,Laborers,3,0,28.09041095890411
5090302,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4874,0,0,1,Sales staff,2,0,47.74520547945205
5041073,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-188,0,0,0,Laborers,2,0,49.8054794520548
5142815,M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,-2906,0,1,0,Laborers,2,0,28.38082191780822
5041881,M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-2530,0,0,0,Unknown,2,0,40.487671232876714
5037157,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,Unknown,2,0,62.632876712328766
5023831,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-925,0,0,0,Sales staff,4,1,33.24657534246575
5148573,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,57.11780821917808
5143016,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-3179,0,0,0,Laborers,2,0,39.84109589041096
5048300,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1161,0,0,0,Laborers,3,1,30.386301369863013
5033895,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-1670,0,0,0,Core staff,4,0,30.947945205479453
5052879,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-3366,0,0,0,Drivers,2,1,49.082191780821915
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4491,0,0,0,Laborers,2,0,41.797260273972604
5105422,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9683,0,0,0,Unknown,1,0,50.54520547945206
5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-926,0,0,0,Laborers,4,0,33.342465753424655
5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-1689,0,0,0,Drivers,15,0,48.64109589041096
5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,Unknown,2,0,55.32876712328767
5028569,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-5500,0,0,1,Core staff,2,0,42.88493150684931
5100133,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-1891,0,0,0,Drivers,4,0,38.23287671232877
5033452,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-5498,1,1,0,Core staff,2,0,52.446575342465756
5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,-6693,1,1,0,High skill tech staff,4,0,62.06849315068493
5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-6094,1,0,0,Core staff,4,0,39.558904109589044
5069380,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1267,0,0,0,High skill tech staff,1,0,45.8
5111178,F,N,Y,2,54000.0,Working,Higher education,Married,House / apartment,-4560,1,0,0,Cleaning staff,4,0,30.87123287671233
5065704,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,0,1,0,Unknown,1,0,47.81917808219178
5053032,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,56.863013698630134
5024071,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-854,0,0,0,Laborers,2,1,43.76986301369863
5105291,F,N,N,0,112500.0,Working,Secondary / secondary special,Widow,With parents,-818,1,1,0,Core staff,1,0,28.054794520547944
5069216,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,-1724,1,0,0,Accountants,2,1,30.71232876712329
5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-2537,0,1,0,Sales staff,1,0,43.81917808219178
5050482,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10758,0,0,0,Laborers,2,0,51.227397260273975
5117753,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-1649,0,0,0,Managers,2,0,43.865753424657534
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-626,0,0,0,Drivers,4,0,38.88219178082192
5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-825,1,1,1,High skill tech staff,2,0,31.824657534246576
5089580,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-460,1,1,0,Core staff,2,0,31.956164383561642
5149027,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,62.45205479452055
5143164,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1353,1,0,0,Accountants,4,0,37.78356164383562
5061135,F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,-5950,0,0,0,Core staff,4,0,38.98082191780822
5036469,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-1546,0,0,0,Drivers,2,1,55.706849315068496
5118580,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-1741,0,0,0,Laborers,2,0,35.75890410958904
5142752,F,N,N,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-377,1,1,0,Private service staff,1,0,48.97534246575343
5126322,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1719,1,1,0,High skill tech staff,2,0,48.706849315068496
5091771,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-2361,0,0,0,Laborers,2,0,47.81917808219178
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,-1455,0,0,0,Managers,3,0,31.786301369863015
5028802,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1086,0,0,0,Laborers,4,0,43.1945205479452
5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-6645,0,0,0,Unknown,3,0,42.59452054794521
5139846,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-2654,0,0,0,Unknown,2,0,28.71780821917808
5033966,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3154,0,0,0,Sales staff,2,0,41.37808219178082
5149433,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-2633,0,0,0,Unknown,1,0,53.654794520547945
5116883,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1344,1,0,0,Laborers,2,0,48.70958904109589
5142458,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,-499,0,1,0,Core staff,1,1,51.92328767123288
5116594,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-611,0,0,0,Unknown,2,0,42.74520547945205
5062011,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2389,0,0,0,Unknown,1,0,31.073972602739726
5089474,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-3443,0,0,0,Laborers,2,0,39.298630136986304
5024238,F,N,Y,0,47250.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,365243,0,1,0,Unknown,2,0,58.66849315068493
5116304,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,1,62.06849315068493
5067182,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-820,1,0,0,Core staff,2,0,31.32054794520548
5079075,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-1639,1,0,0,Core staff,2,0,42.654794520547945
5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-8033,0,1,0,Unknown,3,0,55.364383561643834
5117314,M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-1679,0,0,0,Laborers,3,0,45.56712328767123
5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-3715,0,0,1,Accountants,2,0,34.41917808219178
5041522,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,-855,1,1,0,Unknown,1,1,44.298630136986304
5132800,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-1534,0,0,0,Sales staff,1,0,50.794520547945204
5143009,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,Unknown,3,0,51.21095890410959
5125261,M,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-1200,1,1,0,Unknown,2,0,42.25479452054795
5053354,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-110,0,0,0,Laborers,2,0,50.30684931506849
5068038,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,-9363,0,0,0,Medicine staff,2,0,47.02465753424657
5089117,F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,-5483,1,1,0,Core staff,1,0,43.75068493150685
5142691,M,Y,N,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-6558,1,1,0,Core staff,4,0,38.46027397260274
5052883,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-3366,0,0,0,Drivers,2,0,49.082191780821915
5091057,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-2197,0,0,1,Secretaries,4,0,42.295890410958904
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-2609,0,0,0,Managers,2,0,35.18630136986302
5090925,F,N,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,With parents,-3412,0,0,0,Laborers,2,0,46.57534246575342
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-4816,0,0,0,Core staff,2,0,57.83835616438356
5149150,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-3577,1,0,0,Laborers,2,0,30.005479452054793
5028302,M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-477,0,0,0,Managers,2,0,54.33972602739726
5106118,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-393,0,0,0,Core staff,3,0,36.895890410958906
5113801,F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,-3329,0,0,1,Core staff,3,0,35.04109589041096
5135530,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,57.57260273972603
5010795,F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,-5334,1,1,0,Medicine staff,2,0,38.1945205479452
5143235,F,Y,Y,1,1575000.0,Commercial associate,Higher education,Single / not married,House / apartment,-2479,0,0,0,Managers,2,0,27.786301369863015
5036412,F,N,Y,0,83250.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,0,1,0,Unknown,2,0,55.394520547945206
5089760,M,Y,Y,0,180000.0,State servant,Higher education,Single / not married,House / apartment,-886,0,0,1,Unknown,1,0,22.438356164383563
5126826,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-3695,0,0,0,Sales staff,3,0,32.0
5024592,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,With parents,-1615,1,0,0,Drivers,2,0,24.364383561643837
5116633,F,N,Y,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,365243,0,0,0,Unknown,1,0,61.64657534246575
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-140,0,1,1,Sales staff,2,0,38.4986301369863
5116056,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10762,0,0,0,Accountants,2,0,48.775342465753425
5115610,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-3420,0,0,0,Core staff,2,1,39.78904109589041
5085826,F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,-1081,0,1,0,Unknown,2,0,59.106849315068494
5065808,F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,-785,1,1,0,Sales staff,3,0,43.602739726027394
5091222,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1539,0,0,0,Laborers,5,0,40.652054794520545
5022803,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-1497,0,0,0,Managers,1,0,32.87123287671233
5022275,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,64.78356164383561
5025181,F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2558,0,0,0,High skill tech staff,1,0,62.54520547945206
5149834,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-1325,0,1,1,Medicine staff,2,1,33.93698630136986
5065798,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,62.76986301369863
5091737,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2057,0,0,0,Sales staff,1,0,40.31780821917808
5126308,F,N,N,0,112500.0,Working,Higher education,Single / not married,Co-op apartment,-531,1,1,0,Core staff,1,0,35.035616438356165
5046415,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-1569,0,1,0,Unknown,2,0,39.632876712328766
5053980,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,-3195,1,0,0,Unknown,2,0,33.558904109589044
5042286,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1222,0,0,0,Secretaries,1,0,29.613698630136987
5068019,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3377,0,0,0,Laborers,2,0,42.295890410958904
5044478,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2228,0,0,0,Unknown,2,0,62.06849315068493
5066458,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-1406,0,0,0,Laborers,1,0,62.06849315068493
5009000,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-828,0,0,0,Drivers,2,0,27.197260273972603
5149805,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-2086,0,1,1,Unknown,1,0,27.04931506849315
5112975,F,N,N,3,171000.0,Working,Secondary / secondary special,Married,House / apartment,-3505,1,1,0,High skill tech staff,5,0,37.512328767123286
5137151,F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,Unknown,2,0,55.96986301369863
5113717,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3054,0,0,1,Private service staff,3,0,44.97260273972603
5054373,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,1,0,Unknown,1,0,56.775342465753425
5126321,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1719,1,1,0,High skill tech staff,2,0,48.706849315068496
5125166,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-1748,0,0,0,Laborers,3,0,32.794520547945204
5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-869,0,0,0,Unknown,2,0,33.63835616438356
5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,-2654,1,1,0,Unknown,2,0,40.81369863013698
5023816,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-803,1,1,0,Managers,3,0,46.58082191780822
5113291,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-101,1,1,0,Core staff,4,0,31.03287671232877
5105150,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,-1763,0,0,0,Sales staff,2,0,51.89041095890411
5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2379,0,0,0,Laborers,4,0,35.54520547945206
5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,-3002,0,1,0,Unknown,4,0,32.11780821917808
5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,365243,0,0,1,Unknown,1,0,64.91506849315068
5105555,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-4532,0,0,0,Laborers,2,0,54.25205479452055
5069257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-931,0,1,1,Laborers,3,0,35.12602739726027
5097065,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-8161,0,0,0,Managers,2,1,51.97534246575343
5149190,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-502,0,1,1,Core staff,3,1,26.97808219178082
5045513,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-4491,0,0,0,Unknown,3,0,31.5013698630137
5104981,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,365243,0,0,0,Unknown,1,0,59.25753424657534
5045888,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,0,0,0,Unknown,1,1,63.797260273972604
5113944,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,Unknown,2,1,63.9013698630137
5036881,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,0,61.56438356164384
5088279,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-7013,1,1,0,Sales staff,2,0,55.0
5092245,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,Unknown,2,1,60.57808219178082
5096342,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-1162,1,0,0,Laborers,2,0,32.02191780821918
5143402,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,-2356,0,1,0,Managers,2,0,52.794520547945204
5142183,M,Y,Y,2,135000.0,Commercial associate,Higher education,Married,House / apartment,-4305,1,1,0,Managers,4,1,48.87945205479452
5058531,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-508,0,0,0,Sales staff,1,1,25.32054794520548
5117551,M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2865,1,1,0,Drivers,3,0,35.42465753424658
5067281,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-2728,0,0,0,Unknown,3,0,36.25479452054795
5044594,M,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,0,1,0,Unknown,1,0,61.23561643835617
5085780,M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-4034,0,0,0,Managers,2,0,49.3013698630137
5149946,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-686,1,1,0,High skill tech staff,2,0,60.8986301369863
5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-8375,0,0,1,High skill tech staff,2,0,41.728767123287675
5148915,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3850,0,0,0,Unknown,4,0,40.0986301369863
5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-508,0,0,0,Laborers,3,0,30.9013698630137
5125399,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-834,0,0,0,Laborers,2,0,27.578082191780823
5009752,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-586,1,1,0,Unknown,2,1,37.14246575342466
5090386,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,-13735,0,0,0,Core staff,1,0,59.00547945205479
5028468,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-265,0,0,1,Drivers,4,0,33.989041095890414
5028917,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1787,0,0,0,Sales staff,2,0,47.12876712328767
5054384,M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-3680,1,1,0,Laborers,1,0,38.49315068493151
5137385,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,0,1,0,Unknown,2,0,63.75890410958904
5139951,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,-3231,1,0,0,Unknown,2,0,54.76164383561644
5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-5422,1,1,0,Drivers,3,0,37.09041095890411
5149592,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-1812,0,1,0,Core staff,2,0,33.66849315068493
5054097,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,-727,0,0,0,Drivers,4,0,32.153424657534245
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,-157,1,1,0,High skill tech staff,1,0,30.304109589041097
5062362,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,Unknown,2,0,57.02465753424657
5068389,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-140,0,1,0,Sales staff,2,1,38.4986301369863
5096415,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-97,1,0,0,Unknown,2,0,46.23561643835617
5090335,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-3716,1,1,0,Medicine staff,2,0,35.87671232876713
5047929,M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1526,0,1,0,Drivers,1,0,38.35342465753425
5065764,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-693,0,0,0,Unknown,1,0,40.4
5117233,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-7128,0,0,0,Laborers,2,0,37.87945205479452
5126751,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-561,0,0,0,Unknown,4,0,45.54794520547945
5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-3792,0,0,0,Sales staff,4,0,42.797260273972604
